ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,Class
89.0,447.0,10,136,6,0,0,100,,7,8,7,1,43,11.0,0,0,13.0,,1.0,1.0,0.0,67.0,1
57.0,189.0,4,71,26,1,0,86,4.0,4,5,23,4,32,4.0,1,1,62.0,18.0,5.0,3.0,2.0,67.0,1
66.0,159.0,16,81,24,0,0,100,,7,8,25,0,12,0.0,1,1,81.0,,15.0,,9.0,83.0,0
67.0,226.0,9,62,14,0,0,93,28.0,6,6,15,3,47,0.0,0,0,79.0,,4.0,1.0,3.0,83.0,0
73.0,335.0,2,97,13,2,1,76,7.0,4,4,17,2,35,,2,2,0.0,70.0,1.0,5.0,0.0,43.0,1
57.0,181.0,4,69,28,1,0,84,5.0,4,5,32,4,31,0.0,2,2,78.0,83.0,3.0,3.0,2.0,78.0,0
54.0,232.0,2,91,19,0,0,70,2.0,4,6,23,3,48,0.0,1,1,97.0,36.0,6.0,3.0,0.0,90.0,0
70.0,141.0,8,145,17,3,2,80,29.0,5,2,20,1,20,16.0,0,0,46.0,91.0,5.0,2.0,1.0,100.0,1
79.0,116.0,8,67,46,0,0,100,,7,8,51,2,25,0.0,0,0,4.0,28.0,6.0,2.0,1.0,45.0,0
69.0,192.0,2,106,27,3,1,88,15.0,5,4,32,5,53,,2,2,15.0,23.0,4.0,4.0,0.0,67.0,0
89.0,199.0,11,81,15,0,0,100,,7,8,15,2,40,,0,0,6.0,,3.0,1.0,0.0,57.0,1
72.0,55.0,6,30,12,0,0,100,,7,8,12,3,17,0.0,2,2,48.0,,3.0,1.0,1.0,50.0,0
60.0,,10,110,35,2,2,95,2.0,4,6,37,1,27,6.0,0,0,79.0,74.0,9.0,2.0,7.0,73.0,0
77.0,473.0,4,86,40,0,0,100,,7,8,46,7,10,3.0,1,1,14.0,30.0,9.0,2.0,0.0,55.0,1
89.0,241.0,2,119,30,0,0,100,,7,8,33,2,24,,2,2,7.0,50.0,6.0,1.0,0.0,58.0,1
74.0,88.0,4,38,9,0,0,100,,7,8,10,3,50,0.0,1,1,37.0,8.0,3.0,2.0,1.0,83.0,0
60.0,70.0,8,39,10,2,1,83,19.0,6,5,13,1,58,0.0,1,1,89.0,93.0,4.0,3.0,2.0,88.0,0
64.0,330.0,10,112,8,1,0,67,6.0,4,5,9,1,33,0.0,0,0,84.0,89.0,4.0,2.0,2.0,75.0,0
69.0,335.0,6,90,35,0,0,97,3.0,4,6,36,1,43,0.0,4,4,10.0,32.0,5.0,7.0,0.0,60.0,1
68.0,156.0,2,65,25,0,0,97,18.0,6,6,29,2,21,0.0,0,0,80.0,,3.0,1.0,1.0,80.0,1
62.0,,14,45,9,5,4,82,29.0,0,5,11,0,27,,1,1,28.0,,3.0,2.0,0.0,63.0,0
65.0,291.0,10,91,28,0,0,71,5.0,4,6,28,1,11,0.0,0,0,8.0,,7.0,1.0,1.0,40.0,0
81.0,117.0,6,54,14,0,0,93,31.0,6,6,14,3,21,,0,0,2.0,,2.0,1.0,0.0,43.0,0
91.0,378.0,69,275,4,0,0,100,,7,8,4,0,0,0.0,1,0,4.0,,1.0,,0.0,33.0,1
67.0,294.0,6,100,37,0,0,100,,7,8,40,3,30,1.0,6,6,54.0,54.0,7.0,6.0,4.0,87.0,1
56.0,243.0,4,42,31,0,0,100,,7,8,61,5,35,,4,4,91.0,57.0,10.0,3.0,5.0,93.0,1
81.0,261.0,3,94,22,0,0,100,,7,8,22,2,64,2.0,1,1,67.0,100.0,2.0,3.0,0.0,100.0,1
66.0,72.0,13,71,13,0,0,93,1.0,4,6,17,0,29,,0,0,58.0,,4.0,1.0,2.0,83.0,0
89.0,136.0,17,77,7,0,0,100,,7,8,6,0,14,,0,0,6.0,,2.0,1.0,0.0,75.0,1
64.0,281.0,13,91,54,3,3,93,7.0,4,3,60,0,32,4.0,2,2,35.0,72.0,4.0,3.0,2.0,41.0,1
70.0,153.0,11,85,9,1,0,80,26.0,6,5,10,1,50,,0,0,68.0,74.0,2.0,2.0,2.0,67.0,0
69.0,118.0,2,42,20,1,0,91,27.0,6,5,22,7,23,,4,4,14.0,,4.0,1.0,0.0,55.0,0
72.0,11.0,7,9,2,0,0,100,,7,8,2,2,0,0.0,0,0,17.0,,2.0,,,100.0,0
74.0,90.0,3,42,15,0,0,93,42.0,6,6,33,2,40,2.0,2,2,28.0,99.0,4.0,2.0,0.0,78.0,0
64.0,73.0,2,36,14,0,0,93,18.0,6,6,15,2,73,0.0,1,1,79.0,49.0,3.0,5.0,1.0,100.0,1
75.0,499.0,2,88,33,0,0,100,,7,8,36,4,53,1.0,4,4,29.0,80.0,7.0,6.0,2.0,72.0,1
68.0,68.0,10,33,16,0,0,100,,7,8,16,2,13,0.0,2,2,53.0,58.0,5.0,2.0,3.0,64.0,0
59.0,90.0,4,55,52,0,0,98,3.0,4,6,22,3,33,0.0,2,2,15.0,51.0,9.0,6.0,2.0,60.0,0
84.0,213.0,7,62,19,0,0,100,,7,8,21,1,32,,2,2,13.0,79.0,4.0,2.0,0.0,50.0,1
86.0,269.0,5,80,25,0,0,100,,7,8,25,1,16,4.0,1,1,2.0,,3.0,1.0,0.0,27.0,1
62.0,150.0,3,66,40,3,0,91,2.0,3,2,45,3,20,0.0,3,3,49.0,62.0,11.0,3.0,2.0,50.0,0
88.0,125.0,7,61,6,0,0,100,,7,8,6,1,50,14.0,0,0,0.0,86.0,0.0,2.0,0.0,40.0,1
69.0,361.0,8,96,26,1,0,89,1.0,4,5,28,1,29,,0,0,29.0,57.0,5.0,3.0,0.0,64.0,0
81.0,137.0,1,55,20,0,0,100,,7,8,23,3,43,1.0,4,3,33.0,92.0,2.0,3.0,0.0,63.0,1
62.0,113.0,30,70,10,3,2,71,19.0,6,4,15,0,93,0.0,3,3,0.0,,0.0,1.0,0.0,50.0,0
82.0,163.0,4,71,25,0,0,100,,6,8,28,4,29,0.0,0,0,18.0,98.0,4.0,2.0,0.0,55.0,0
71.0,227.0,2,56,60,0,0,92,1.0,4,6,62,7,77,,2,2,0.0,92.0,0.0,5.0,0.0,71.0,0
87.0,270.0,15,98,29,0,0,100,,7,8,29,0,7,5.0,0,0,0.0,,0.0,,0.0,0.0,1
54.0,51.0,11,34,7,2,2,63,3.0,4,2,9,1,33,0.0,1,1,86.0,88.0,3.0,1.0,0.0,100.0,0
72.0,255.0,4,12,5,0,0,100,,7,8,25,4,60,0.0,3,3,4.0,85.0,1.0,2.0,0.0,75.0,0
64.0,175.0,4,63,27,0,0,100,,7,8,27,5,30,0.0,0,0,63.0,86.0,10.0,3.0,4.0,81.0,0
78.0,141.0,9,64,20,0,0,100,,7,8,20,1,35,,0,0,48.0,98.0,1.0,4.0,,75.0,1
91.0,232.0,80,141,14,0,0,100,,7,8,22,0,0,9.0,0,0,2.0,,2.0,,0.0,33.0,1
71.0,218.0,3,94,10,2,2,100,,6,8,10,1,10,0.0,0,0,57.0,,4.0,1.0,2.0,83.0,1
88.0,197.0,0,87,28,0,0,100,,7,8,30,3,23,,4,4,0.0,,3.0,1.0,0.0,36.0,1
87.0,190.0,16,139,28,0,0,100,,7,8,29,0,34,7.0,0,0,19.0,,3.0,1.0,0.0,50.0,1
69.0,271.0,1,81,36,1,0,97,12.0,6,5,39,2,26,0.0,6,6,35.0,94.0,4.0,2.0,1.0,46.0,0
89.0,441.0,75,194,12,0,0,100,,7,8,13,0,25,9.0,0,0,5.0,,2.0,1.0,0.0,43.0,1
81.0,168.0,4,99,13,0,0,71,48.0,6,6,17,1,65,0.0,0,0,10.0,26.0,1.0,2.0,,75.0,1
87.0,210.0,19,110,8,0,0,100,,7,8,10,0,50,18.0,0,0,19.0,,2.0,1.0,0.0,60.0,1
74.0,165.0,3,68,28,0,0,97,17.0,6,6,30,4,33,0.0,1,1,58.0,86.0,4.0,4.0,1.0,67.0,1
71.0,77.0,2,38,12,0,0,92,24.0,6,6,13,3,15,0.0,1,1,63.0,80.0,3.0,1.0,1.0,80.0,0
63.0,78.0,1,35,5,0,0,83,4.0,4,6,6,1,67,0.0,2,1,,82.0,1.0,2.0,1.0,100.0,0
90.0,178.0,47,100,16,0,0,100,,7,8,16,0,56,1.0,1,1,0.0,,0.0,1.0,0.0,50.0,1
77.0,173.0,11,59,7,1,1,100,,7,8,8,1,43,0.0,0,0,69.0,,1.0,1.0,0.0,100.0,1
73.0,124.0,1,31,9,0,0,91,78.0,6,6,11,5,45,0.0,2,2,10.0,94.0,2.0,2.0,,67.0,0
63.0,363.0,8,85,15,0,0,93,,6,6,15,1,67,0.0,0,0,91.0,74.0,1.0,4.0,1.0,83.0,0
56.0,79.0,35,56,6,3,0,67,3.0,4,5,9,0,33,0.0,0,0,54.0,,1.0,1.0,0.0,100.0,0
84.0,433.0,5,136,21,0,0,100,,7,8,24,1,33,,0,0,47.0,87.0,2.0,3.0,0.0,50.0,1
66.0,40.0,4,20,11,0,0,100,,7,8,12,3,27,,4,4,69.0,94.0,3.0,2.0,1.0,83.0,0
80.0,174.0,9,83,20,0,0,95,,6,6,21,1,43,0.0,0,0,,,1.0,1.0,0.0,100.0,1
64.0,144.0,2,63,18,2,2,85,72.0,5,3,21,3,50,0.0,6,6,60.0,80.0,2.0,5.0,1.0,78.0,0
65.0,50.0,1,19,11,0,0,100,,7,8,14,6,43,0.0,6,6,47.0,87.0,4.0,5.0,2.0,100.0,0
81.0,397.0,35,108,21,0,0,100,,7,8,21,0,14,0.0,2,2,23.0,,13.0,,1.0,81.0,0
71.0,114.0,12,66,39,0,0,96,1.0,4,6,46,0,41,0.0,0,0,17.0,81.0,6.0,7.0,1.0,50.0,0
73.0,133.0,0,58,2,1,1,100,,6,7,3,4,20,,9,9,18.0,,3.0,,0.0,75.0,0
66.0,193.0,6,43,40,0,0,98,71.0,6,6,40,3,25,1.0,1,1,19.0,,12.0,2.0,1.0,64.0,0
72.0,136.0,13,74,3,1,1,75,25.0,6,6,4,0,25,0.0,3,3,0.0,,0.0,,0.0,0.0,0
80.0,266.0,7,98,15,0,0,100,,7,8,17,1,35,2.0,1,1,46.0,,1.0,1.0,1.0,40.0,1
83.0,254.0,9,96,27,1,1,96,72.0,6,4,28,1,18,0.0,1,1,10.0,33.0,6.0,2.0,0.0,60.0,0
77.0,187.0,4,59,19,0,0,95,72.0,6,6,19,1,58,0.0,3,3,14.0,70.0,2.0,3.0,0.0,56.0,1
63.0,112.0,7,45,37,0,0,100,,7,8,37,9,5,0.0,2,2,25.0,,10.0,,1.0,56.0,1
90.0,332.0,8,104,18,0,0,100,,7,8,20,1,75,,0,0,4.0,90.0,1.0,2.0,0.0,100.0,1
82.0,89.0,14,47,24,0,0,100,,6,7,24,0,29,2.0,1,1,7.0,31.0,1.0,2.0,0.0,20.0,1
86.0,139.0,112,126,2,0,0,100,,7,8,2,0,0,,0,0,12.0,,1.0,,0.0,100.0,1
74.0,182.0,20,77,14,0,0,86,4.0,4,6,14,0,14,0.0,0,0,6.0,75.0,1.0,1.0,0.0,29.0,0
74.0,155.0,9,89,43,0,0,100,,7,8,10,3,14,9.0,1,1,59.0,43.0,7.0,3.0,2.0,63.0,1
59.0,52.0,13,30,10,1,0,73,7.0,3,5,11,0,45,0.0,1,1,46.0,122.0,1.0,4.0,,56.0,0
65.0,151.0,7,65,29,1,1,100,,6,8,30,2,50,,0,0,43.0,82.0,5.0,3.0,1.0,62.0,1
60.0,141.0,5,66,12,7,5,59,19.0,6,3,18,4,35,0.0,3,3,22.0,,2.0,,0.0,50.0,0
63.0,195.0,12,78,34,0,0,94,12.0,6,6,35,0,11,0.0,2,2,47.0,100.0,11.0,3.0,5.0,67.0,0
86.0,220.0,7,79,19,0,0,100,,7,8,19,1,0,0.0,0,0,2.0,,3.0,,0.0,21.0,1
70.0,178.0,2,95,43,0,0,100,,7,8,55,5,35,1.0,5,5,71.0,71.0,5.0,3.0,3.0,53.0,0
64.0,195.0,5,52,30,0,0,100,,7,8,30,5,33,0.0,4,3,75.0,,5.0,2.0,2.0,50.0,0
70.0,125.0,2,60,45,0,0,100,,7,8,48,2,17,,1,1,36.0,78.0,7.0,2.0,2.0,47.0,0
77.0,272.0,9,121,20,0,0,100,,6,8,20,1,25,0.0,0,0,42.0,88.0,8.0,2.0,1.0,77.0,1
65.0,186.0,3,66,23,0,0,96,32.0,6,6,23,2,48,,7,7,55.0,27.0,7.0,4.0,1.0,92.0,0
80.0,360.0,2,114,27,0,0,97,25.0,6,6,29,2,62,0.0,1,1,10.0,100.0,3.0,2.0,2.0,63.0,1
64.0,161.0,6,90,15,1,1,76,57.0,6,2,17,3,24,0.0,1,1,66.0,,3.0,,1.0,57.0,1
74.0,197.0,5,90,30,0,0,97,,6,6,31,2,16,0.0,0,0,25.0,,6.0,1.0,2.0,54.0,0
64.0,283.0,18,94,30,2,0,88,3.0,3,5,33,0,33,0.0,2,1,31.0,86.0,10.0,2.0,1.0,75.0,0
69.0,280.0,11,125,16,1,1,88,6.0,0,2,17,1,24,0.0,0,0,45.0,64.0,4.0,2.0,0.0,43.0,0
75.0,169.0,2,51,10,0,0,100,,7,8,13,3,77,0.0,2,2,19.0,78.0,1.0,4.0,0.0,100.0,0
80.0,201.0,5,94,17,0,0,100,,7,8,17,1,24,0.0,0,0,36.0,9.0,4.0,2.0,1.0,43.0,1
68.0,319.0,2,127,26,0,0,93,20.0,6,6,28,2,29,0.0,0,0,29.0,47.0,9.0,4.0,2.0,62.0,0
71.0,303.0,3,116,20,0,0,86,20.0,6,6,21,1,24,2.0,1,1,43.0,20.0,4.0,2.0,0.0,75.0,1
79.0,,10,83,19,1,1,95,64.0,6,3,0,1,48,17.0,0,0,4.0,65.0,2.0,3.0,0.0,83.0,1
86.0,225.0,4,79,14,0,0,100,,7,8,14,1,14,7.0,0,0,15.0,,2.0,,0.0,29.0,1
57.0,164.0,5,74,30,1,1,90,7.0,0,6,35,1,57,0.0,5,4,64.0,75.0,6.0,4.0,2.0,92.0,0
74.0,158.0,6,73,14,0,0,93,9.0,4,6,14,1,64,0.0,0,0,29.0,28.0,2.0,3.0,0.0,83.0,0
68.0,238.0,20,72,31,2,2,91,3.0,0,2,33,0,21,0.0,0,0,20.0,62.0,5.0,2.0,1.0,44.0,0
84.0,52.0,3,25,7,0,0,100,,7,8,7,2,43,0.0,0,0,5.0,98.0,1.0,2.0,0.0,50.0,1
89.0,385.0,6,94,15,0,0,100,,7,8,16,1,44,4.0,1,1,7.0,,2.0,1.0,0.0,100.0,1
57.0,164.0,11,78,15,1,0,71,1.0,4,5,17,1,41,0.0,0,0,27.0,70.0,2.0,3.0,0.0,45.0,0
65.0,,2,13,5,0,0,100,,7,8,7,4,57,,2,2,54.0,88.0,2.0,2.0,0.0,80.0,0
81.0,297.0,40,117,4,0,0,100,,7,8,5,0,40,,0,0,,,,1.0,,100.0,1
73.0,105.0,12,14,3,0,0,100,,7,8,8,0,0,3.0,1,1,54.0,,2.0,,0.0,67.0,0
59.0,81.0,6,41,27,5,5,100,,0,8,27,2,44,1.0,4,4,49.0,73.0,6.0,4.0,2.0,71.0,0
55.0,118.0,4,69,12,7,4,50,4.0,3,3,22,2,27,0.0,2,2,79.0,79.0,5.0,2.0,2.0,88.0,0
75.0,273.0,10,107,27,1,0,93,18.0,6,5,29,1,17,10.0,0,0,26.0,91.0,4.0,2.0,0.0,54.0,1
75.0,169.0,2,59,21,0,0,100,,7,8,22,4,36,,4,4,43.0,112.0,4.0,6.0,0.0,83.0,0
81.0,76.0,10,49,12,0,0,100,,7,8,12,1,17,,0,0,27.0,,2.0,1.0,0.0,44.0,0
58.0,152.0,12,69,20,4,3,86,2.0,4,3,23,0,55,0.0,0,0,44.0,,6.0,1.0,1.0,64.0,1
89.0,135.0,19,80,30,0,0,100,,7,8,30,0,17,0.0,0,0,0.0,,1.0,1.0,0.0,22.0,1
75.0,154.0,6,72,28,0,0,100,,7,8,29,2,66,20.0,0,0,1.0,64.0,2.0,4.0,0.0,75.0,1
80.0,151.0,13,80,10,0,0,100,,7,8,10,0,40,0.0,0,0,54.0,87.0,3.0,2.0,0.0,100.0,0
88.0,320.0,4,93,52,0,0,100,,7,8,55,3,22,6.0,0,0,3.0,71.0,3.0,1.0,0.0,36.0,1
68.0,117.0,8,60,31,0,0,100,,7,8,31,1,42,0.0,2,2,68.0,76.0,6.0,7.0,1.0,100.0,0
68.0,374.0,4,72,21,0,0,95,2.0,4,6,22,5,36,0.0,0,0,45.0,79.0,5.0,2.0,1.0,70.0,0
63.0,196.0,2,68,33,1,0,97,2.0,3,5,38,5,32,3.0,1,1,12.0,45.0,4.0,3.0,1.0,47.0,1
78.0,132.0,12,91,30,0,0,100,,7,8,11,0,37,0.0,1,1,50.0,,4.0,2.0,1.0,67.0,1
75.0,356.0,15,122,20,1,0,82,8.0,6,5,22,0,18,18.0,0,0,23.0,,5.0,1.0,0.0,60.0,1
62.0,377.0,5,86,24,3,2,92,15.0,6,2,26,2,27,11.0,0,0,70.0,76.0,9.0,4.0,4.0,68.0,0
85.0,278.0,13,104,23,0,0,100,,7,8,23,0,35,5.0,1,1,42.0,69.0,1.0,3.0,0.0,44.0,1
84.0,263.0,8,72,15,0,0,100,,7,8,16,1,27,4.0,1,1,8.0,,2.0,1.0,1.0,60.0,1
73.0,219.0,2,82,28,0,0,93,13.0,6,6,29,2,14,1.0,1,1,28.0,,7.0,1.0,0.0,50.0,1
80.0,168.0,1,83,21,0,0,91,25.0,6,6,23,2,35,0.0,2,2,8.0,62.0,3.0,3.0,0.0,55.0,0
73.0,250.0,6,67,42,0,0,100,,7,8,47,2,49,0.0,1,1,50.0,86.0,4.0,7.0,1.0,69.0,0
89.0,270.0,2,122,14,0,0,100,,7,8,15,1,33,0.0,1,1,2.0,,2.0,2.0,0.0,57.0,1
88.0,425.0,16,152,15,0,0,100,,7,8,16,0,31,18.0,0,0,14.0,81.0,2.0,2.0,0.0,80.0,1
76.0,193.0,9,90,32,0,0,100,,7,8,35,2,40,0.0,1,1,37.0,,3.0,1.0,1.0,67.0,1
70.0,44.0,3,27,22,1,1,91,6.0,0,2,23,4,17,0.0,1,1,17.0,89.0,7.0,3.0,0.0,61.0,0
64.0,,6,65,31,1,1,88,3.0,2,4,0,2,44,6.0,1,0,28.0,87.0,6.0,5.0,1.0,65.0,0
91.0,132.0,36,143,13,0,0,100,,7,8,2,0,8,21.0,0,0,9.0,,2.0,,0.0,22.0,1
63.0,184.0,9,75,22,0,0,95,4.0,4,6,22,1,18,0.0,1,1,78.0,6.0,8.0,2.0,4.0,79.0,0
72.0,159.0,1,61,26,0,0,96,5.0,4,6,27,2,33,1.0,1,1,7.0,75.0,5.0,3.0,0.0,67.0,0
92.0,407.0,7,142,21,0,0,100,,7,8,21,1,48,,0,0,0.0,,1.0,2.0,0.0,33.0,1
71.0,257.0,8,79,35,1,1,86,15.0,6,2,7,2,14,7.0,0,0,10.0,31.0,3.0,1.0,0.0,33.0,1
69.0,139.0,4,95,28,1,1,91,4.0,4,6,23,3,50,4.0,1,1,45.0,48.0,5.0,2.0,1.0,88.0,1
59.0,185.0,23,79,35,0,0,97,9.0,4,6,37,0,9,,2,2,73.0,,11.0,1.0,9.0,86.0,0
67.0,85.0,16,48,17,1,0,89,20.0,6,5,18,0,61,4.0,1,1,44.0,77.0,1.0,2.0,0.0,75.0,0
87.0,174.0,1,73,4,0,0,100,,7,8,5,2,40,0.0,1,1,9.0,,1.0,1.0,,67.0,1
77.0,180.0,1,37,12,0,0,100,,7,8,14,4,29,0.0,2,2,22.0,98.0,4.0,3.0,1.0,64.0,1
82.0,76.0,4,78,18,0,0,100,,7,8,3,3,44,0.0,1,1,19.0,91.0,4.0,2.0,1.0,88.0,1
57.0,179.0,8,75,31,2,0,76,17.0,6,5,34,1,41,0.0,0,0,73.0,79.0,5.0,2.0,3.0,70.0,0
60.0,164.0,10,87,27,5,3,80,38.0,6,3,32,1,40,,1,1,67.0,64.0,2.0,2.0,1.0,57.0,1
65.0,,1,6,2,0,0,100,,7,8,0,2,67,,4,4,25.0,100.0,1.0,2.0,,100.0,0
75.0,278.0,3,93,17,0,0,100,,7,8,17,4,47,2.0,2,2,43.0,,3.0,,1.0,100.0,0
68.0,353.0,1,84,59,0,0,97,13.0,6,6,60,6,17,1.0,5,4,42.0,82.0,6.0,3.0,2.0,39.0,0
79.0,71.0,3,33,12,0,0,100,,7,8,12,3,25,11.0,0,0,11.0,94.0,3.0,2.0,0.0,56.0,1
84.0,210.0,5,106,31,0,0,100,,7,8,31,3,45,6.0,0,0,8.0,76.0,2.0,4.0,0.0,46.0,1
87.0,151.0,5,82,29,0,0,100,,6,7,33,3,73,10.0,0,0,9.0,60.0,1.0,6.0,0.0,70.0,1
81.0,181.0,11,69,29,0,0,97,35.0,5,6,36,1,78,,0,0,0.0,81.0,0.0,2.0,0.0,60.0,0
59.0,132.0,34,80,11,3,0,47,2.0,3,5,17,0,41,0.0,2,2,2.0,,2.0,1.0,0.0,67.0,0
70.0,73.0,1,33,8,0,0,100,,7,8,9,2,0,0.0,2,2,67.0,,5.0,,2.0,83.0,0
55.0,110.0,20,63,9,2,0,62,11.0,4,5,13,0,46,0.0,1,1,92.0,89.0,3.0,2.0,1.0,100.0,0
71.0,439.0,1,186,19,1,1,100,,0,8,22,1,23,6.0,0,0,3.0,,2.0,1.0,0.0,43.0,1
89.0,323.0,9,117,9,0,0,100,,7,8,9,1,11,0.0,5,5,0.0,,0.0,,,0.0,0
56.0,91.0,3,46,27,0,0,96,9.0,4,6,27,5,19,2.0,1,1,86.0,69.0,17.0,2.0,8.0,87.0,0
86.0,238.0,5,82,13,0,0,93,26.0,6,6,14,1,21,0.0,0,0,9.0,,3.0,1.0,0.0,44.0,1
86.0,327.0,8,109,18,0,0,100,,7,8,18,1,28,0.0,0,0,18.0,,2.0,1.0,0.0,43.0,1
59.0,134.0,4,68,19,2,0,78,30.0,6,5,23,2,43,,0,0,88.0,85.0,5.0,2.0,1.0,88.0,0
58.0,109.0,9,62,15,0,0,93,4.0,4,6,15,1,27,0.0,1,1,73.0,47.0,5.0,3.0,2.0,80.0,0
65.0,369.0,25,145,40,3,3,91,19.0,6,2,45,0,36,0.0,2,2,83.0,46.0,13.0,4.0,6.0,89.0,0
70.0,258.0,3,43,27,1,1,100,,6,8,41,8,15,0.0,6,6,5.0,58.0,12.0,2.0,0.0,67.0,0
73.0,191.0,17,106,22,0,0,95,,6,6,22,0,18,,0,0,73.0,59.0,12.0,1.0,,93.0,0
80.0,261.0,8,104,22,0,0,100,,7,8,22,1,59,,1,1,39.0,76.0,3.0,2.0,1.0,71.0,1
76.0,188.0,4,89,28,0,0,100,,7,8,31,2,32,20.0,0,0,37.0,81.0,3.0,3.0,1.0,60.0,1
83.0,185.0,5,70,19,0,0,95,42.0,6,6,18,2,37,5.0,0,0,14.0,73.0,1.0,2.0,0.0,60.0,1
81.0,154.0,3,65,21,0,0,100,,7,8,21,2,29,0.0,0,0,20.0,81.0,4.0,3.0,0.0,50.0,1
70.0,300.0,2,68,33,0,0,94,13.0,6,6,34,1,26,0.0,2,1,4.0,69.0,5.0,5.0,4.0,69.0,1
70.0,133.0,5,63,21,2,1,91,9.0,4,5,23,3,18,,0,0,16.0,,2.0,1.0,0.0,30.0,1
73.0,190.0,8,113,27,0,0,100,,7,8,30,1,23,7.0,0,0,40.0,78.0,9.0,3.0,1.0,68.0,0
72.0,134.0,5,31,7,0,0,86,9.0,4,6,7,3,0,0.0,3,3,19.0,,1.0,,0.0,20.0,0
56.0,237.0,6,108,16,0,0,69,1.0,4,6,17,1,13,,1,1,93.0,,4.0,1.0,3.0,83.0,0
62.0,113.0,9,62,18,2,2,86,5.0,0,2,21,1,38,0.0,0,0,48.0,44.0,3.0,3.0,2.0,75.0,0
77.0,118.0,5,58,36,0,0,97,56.0,6,6,38,2,11,5.0,0,0,6.0,42.0,1.0,2.0,0.0,27.0,1
75.0,410.0,2,121,37,1,1,83,10.0,4,3,43,1,7,1.0,1,1,34.0,,7.0,1.0,1.0,53.0,0
81.0,93.0,13,50,9,0,0,100,,7,8,9,0,11,0.0,0,0,23.0,,2.0,1.0,0.0,60.0,1
70.0,222.0,20,81,46,0,0,100,,7,8,33,0,9,,2,2,72.0,54.0,10.0,3.0,7.0,52.0,0
84.0,196.0,13,144,48,0,0,100,,7,8,19,0,36,0.0,3,2,23.0,,4.0,1.0,1.0,56.0,1
69.0,246.0,2,70,34,0,0,100,,7,8,35,1,31,2.0,1,1,24.0,,11.0,,2.0,65.0,1
66.0,386.0,23,101,23,0,0,96,6.0,4,6,23,0,30,14.0,0,0,65.0,60.0,7.0,2.0,2.0,100.0,1
57.0,92.0,11,31,12,0,0,92,5.0,4,6,12,2,17,,1,1,87.0,,7.0,1.0,2.0,80.0,0
79.0,79.0,1,83,26,0,0,100,,7,8,1,1,37,0.0,2,2,36.0,34.0,2.0,2.0,0.0,50.0,1
66.0,84.0,25,54,2,2,0,25,21.0,6,5,4,0,25,0.0,3,3,97.0,,1.0,1.0,1.0,100.0,0
84.0,159.0,3,75,21,0,0,96,28.0,6,6,26,1,46,3.0,2,2,0.0,84.0,1.0,3.0,0.0,57.0,1
66.0,168.0,1,93,21,1,0,79,6.0,3,5,24,1,8,,2,2,26.0,,5.0,1.0,0.0,38.0,0
59.0,102.0,3,44,32,1,0,82,5.0,4,5,33,4,39,0.0,1,1,43.0,101.0,5.0,4.0,0.0,90.0,0
70.0,327.0,4,82,37,0,0,100,,7,8,37,4,16,0.0,3,2,31.0,88.0,7.0,3.0,3.0,56.0,1
56.0,381.0,2,102,17,2,2,71,1.0,4,6,21,2,29,,4,4,0.0,56.0,2.0,2.0,0.0,42.0,0
83.0,103.0,23,62,11,0,0,100,,7,8,11,0,27,,0,0,5.0,23.0,1.0,2.0,0.0,60.0,1
81.0,336.0,19,68,6,0,0,100,,7,8,10,0,50,18.0,0,0,73.0,,1.0,1.0,0.0,100.0,0
72.0,400.0,3,104,38,0,0,100,,7,8,39,5,18,0.0,0,0,37.0,3.0,9.0,2.0,3.0,63.0,1
73.0,179.0,5,102,34,0,0,100,,7,8,34,1,15,0.0,0,0,65.0,,6.0,,2.0,40.0,0
71.0,74.0,3,30,14,1,0,76,23.0,6,5,17,4,53,0.0,0,0,13.0,94.0,3.0,5.0,0.0,80.0,0
59.0,192.0,10,37,17,0,0,88,19.0,5,6,18,1,59,0.0,2,2,49.0,84.0,4.0,3.0,,78.0,0
79.0,120.0,2,43,13,0,0,100,,7,8,14,5,7,4.0,2,1,15.0,,4.0,,0.0,44.0,1
63.0,437.0,6,154,10,3,1,77,8.0,2,4,27,1,38,5.0,0,0,36.0,31.0,5.0,3.0,0.0,80.0,0
81.0,261.0,5,62,25,0,0,100,,7,8,17,2,52,5.0,0,0,6.0,35.0,5.0,6.0,0.0,100.0,0
68.0,251.0,3,82,18,0,0,100,,7,8,14,2,22,1.0,4,4,82.0,,7.0,1.0,1.0,89.0,0
76.0,306.0,3,80,22,0,0,100,,7,8,22,1,68,0.0,2,2,69.0,81.0,2.0,5.0,1.0,88.0,0
60.0,187.0,5,74,23,0,0,75,4.0,4,6,24,4,38,0.0,1,1,44.0,91.0,3.0,2.0,0.0,50.0,0
