ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,Class
78.0,152.0,9,56,14,0,0,87,,6,6,15,1,40,0.0,0,0,3.0,54.0,2.0,5.0,0.0,64.0,0
60.0,273.0,3,126,32,4,4,89,2.0,4,6,35,3,11,0.0,0,0,37.0,74.0,16.0,2.0,0.0,95.0,1
87.0,213.0,2,71,40,0,0,100,,6,7,43,5,40,4.0,1,1,2.0,95.0,5.0,2.0,0.0,47.0,1
62.0,341.0,3,76,33,0,0,100,,7,8,33,2,45,1.0,4,4,67.0,94.0,6.0,4.0,5.0,85.0,1
85.0,322.0,3,90,39,0,0,100,,7,8,39,1,10,0.0,0,0,7.0,,4.0,1.0,0.0,42.0,1
65.0,330.0,13,97,37,1,0,86,12.0,6,5,43,0,53,0.0,0,0,61.0,60.0,9.0,2.0,3.0,79.0,0
84.0,115.0,16,58,8,0,0,100,,7,8,9,0,44,,0,0,27.0,,2.0,,0.0,50.0,1
72.0,213.0,1,68,6,1,1,88,7.0,1,2,8,1,50,0.0,2,2,0.0,83.0,0.0,2.0,0.0,40.0,0
54.0,25.0,13,19,3,2,2,100,,0,8,4,0,33,0.0,2,2,33.0,,1.0,1.0,,67.0,0
74.0,119.0,11,39,4,0,0,100,,7,8,4,1,75,0.0,0,0,64.0,75.0,1.0,2.0,0.0,100.0,0
72.0,148.0,4,38,15,0,0,100,,7,8,15,3,33,0.0,4,4,16.0,96.0,4.0,2.0,1.0,100.0,1
72.0,55.0,4,32,21,0,0,100,,7,8,21,4,48,0.0,0,0,18.0,44.0,6.0,4.0,0.0,71.0,0
68.0,126.0,6,50,18,0,0,94,51.0,6,6,9,3,44,0.0,3,3,41.0,68.0,4.0,7.0,1.0,79.0,1
68.0,184.0,6,76,42,0,0,98,48.0,6,6,42,1,26,5.0,2,1,84.0,31.0,5.0,2.0,2.0,70.0,1
79.0,364.0,35,111,22,0,0,100,,7,8,31,0,27,,0,0,93.0,51.0,1.0,2.0,1.0,75.0,1
66.0,220.0,28,119,6,0,0,57,1.0,4,6,7,0,0,7.0,0,0,17.0,,3.0,,1.0,75.0,0
69.0,434.0,5,141,18,1,0,95,4.0,3,5,19,2,37,0.0,1,1,47.0,99.0,5.0,2.0,,78.0,0
61.0,197.0,3,43,13,0,0,100,,7,8,11,3,23,,2,2,90.0,40.0,5.0,3.0,5.0,89.0,0
73.0,121.0,7,57,20,1,1,100,,7,8,21,1,50,0.0,0,0,6.0,54.0,2.0,4.0,0.0,86.0,1
61.0,284.0,6,81,9,0,0,90,6.0,4,6,10,2,0,0.0,4,4,86.0,,4.0,,2.0,67.0,0
70.0,335.0,3,105,35,2,2,87,34.0,6,4,39,5,33,0.0,2,2,27.0,6.0,10.0,3.0,1.0,88.0,1
62.0,185.0,8,67,38,0,0,95,7.0,4,6,38,2,24,0.0,0,0,19.0,,8.0,1.0,4.0,60.0,1
80.0,130.0,4,57,24,0,0,100,,7,8,24,3,38,4.0,1,1,41.0,43.0,3.0,3.0,0.0,46.0,1
65.0,100.0,9,40,15,0,0,93,9.0,4,6,15,3,47,0.0,0,0,50.0,65.0,3.0,2.0,0.0,71.0,1
62.0,236.0,18,88,26,0,0,88,10.0,4,6,45,0,23,2.0,3,3,49.0,57.0,10.0,2.0,2.0,75.0,1
71.0,185.0,4,61,38,0,0,100,,7,8,23,3,34,5.0,1,1,32.0,71.0,7.0,4.0,0.0,65.0,1
71.0,140.0,6,74,17,0,0,94,70.0,6,6,17,3,29,0.0,0,0,73.0,94.0,5.0,3.0,2.0,100.0,1
71.0,106.0,8,56,30,0,0,93,7.0,4,6,30,2,30,3.0,1,1,11.0,,4.0,1.0,0.0,45.0,0
88.0,133.0,14,83,19,0,0,100,,7,8,47,0,32,,1,1,4.0,,2.0,1.0,1.0,43.0,1
74.0,123.0,2,59,3,1,0,57,7.0,4,5,7,1,57,0.0,6,5,5.0,99.0,1.0,1.0,0.0,67.0,0
61.0,350.0,5,92,33,2,0,86,1.0,3,5,36,5,25,0.0,1,1,43.0,74.0,6.0,3.0,1.0,53.0,0
80.0,144.0,2,58,13,0,0,100,,7,8,19,1,21,6.0,0,0,22.0,51.0,2.0,2.0,0.0,67.0,1
65.0,151.0,7,71,13,1,0,79,33.0,6,2,14,1,36,0.0,1,1,22.0,,4.0,1.0,0.0,63.0,0
58.0,129.0,2,23,21,0,0,100,,7,8,23,7,36,,4,2,74.0,74.0,8.0,4.0,2.0,93.0,0
86.0,191.0,7,80,25,0,0,100,,7,8,26,3,50,1.0,2,2,16.0,98.0,1.0,1.0,0.0,50.0,1
66.0,470.0,5,93,24,1,0,84,8.0,4,5,25,2,20,0.0,0,0,28.0,,3.0,1.0,0.0,36.0,1
85.0,169.0,7,62,12,0,0,100,,7,8,12,2,33,0.0,0,0,8.0,,3.0,2.0,0.0,71.0,1
61.0,338.0,2,145,32,0,0,88,4.0,4,6,33,1,27,12.0,0,0,56.0,85.0,15.0,2.0,6.0,78.0,0
61.0,49.0,5,25,7,0,0,89,28.0,6,6,9,2,89,,2,2,113.0,97.0,1.0,2.0,1.0,100.0,0
73.0,206.0,1,77,53,2,1,95,28.0,6,5,63,4,51,0.0,4,4,39.0,78.0,4.0,5.0,1.0,56.0,0
74.0,246.0,0,107,30,0,0,100,,5,8,32,3,13,0.0,1,1,47.0,79.0,17.0,2.0,2.0,71.0,1
80.0,201.0,4,93,28,1,0,97,37.0,6,5,9,2,7,,0,0,11.0,99.0,4.0,1.0,0.0,33.0,1
66.0,193.0,6,68,23,0,0,88,5.0,4,6,24,1,21,4.0,1,1,3.0,72.0,4.0,3.0,0.0,50.0,0
83.0,,4,74,12,0,0,100,,7,8,16,3,31,,1,1,30.0,,2.0,1.0,0.0,60.0,1
59.0,217.0,4,94,17,4,3,78,19.0,6,5,23,1,52,,0,0,63.0,40.0,5.0,5.0,0.0,100.0,0
70.0,297.0,2,140,16,0,0,100,,7,8,12,1,24,16.0,0,0,71.0,48.0,8.0,2.0,3.0,100.0,1
63.0,191.0,23,68,12,1,1,92,4.0,0,6,8,0,58,4.0,1,1,4.0,40.0,1.0,3.0,0.0,67.0,0
84.0,419.0,4,90,47,0,0,98,72.0,6,6,51,6,22,5.0,1,1,5.0,82.0,4.0,2.0,0.0,38.0,1
81.0,245.0,6,82,40,0,0,100,,7,8,40,2,40,5.0,0,0,11.0,89.0,5.0,3.0,0.0,73.0,1
55.0,224.0,0,123,38,2,0,93,1.0,3,5,45,1,28,,3,3,33.0,22.0,4.0,3.0,0.0,54.0,0
67.0,282.0,11,108,37,0,0,95,3.0,4,6,40,1,43,0.0,1,1,68.0,58.0,5.0,3.0,2.0,80.0,0
81.0,266.0,2,51,29,0,0,100,,7,8,30,4,53,0.0,1,1,9.0,88.0,3.0,6.0,0.0,83.0,1
63.0,27.0,8,14,6,0,0,86,12.0,6,6,7,2,43,0.0,0,0,66.0,21.0,2.0,2.0,1.0,80.0,0
58.0,246.0,17,128,8,2,2,78,10.0,4,4,9,0,22,0.0,0,0,74.0,,4.0,1.0,2.0,83.0,0
89.0,173.0,4,130,23,0,0,100,,7,8,21,3,43,,0,0,1.0,,3.0,,0.0,33.0,1
66.0,91.0,2,49,10,0,0,75,16.0,6,6,12,2,83,0.0,3,3,,,,2.0,,100.0,0
80.0,116.0,2,62,24,0,0,100,,7,8,26,1,23,0.0,1,1,23.0,81.0,3.0,2.0,1.0,83.0,1
65.0,150.0,1,50,23,0,0,92,3.0,4,6,26,2,46,10.0,0,0,33.0,100.0,2.0,3.0,1.0,50.0,0
83.0,350.0,10,101,32,0,0,97,,6,6,32,1,19,0.0,0,0,2.0,61.0,3.0,4.0,0.0,54.0,0
55.0,39.0,2,17,21,0,0,96,,5,7,23,7,26,0.0,2,2,64.0,77.0,9.0,4.0,0.0,78.0,0
59.0,146.0,5,60,21,0,0,91,2.0,4,6,22,2,68,0.0,4,4,34.0,46.0,2.0,4.0,2.0,75.0,0
55.0,118.0,8,72,24,6,1,63,2.0,4,3,30,1,10,0.0,0,0,36.0,28.0,4.0,3.0,2.0,54.0,0
67.0,115.0,16,55,21,0,0,96,14.0,6,6,26,0,58,0.0,0,0,56.0,84.0,5.0,4.0,1.0,82.0,0
75.0,40.0,3,12,6,0,0,100,,7,8,6,4,67,6.0,0,0,24.0,89.0,1.0,2.0,,100.0,0
63.0,46.0,2,21,13,0,0,100,,7,8,23,5,21,,3,3,66.0,78.0,7.0,2.0,2.0,75.0,0
89.0,404.0,55,170,7,0,0,100,,7,8,8,0,38,,0,0,0.0,,1.0,,,33.0,1
56.0,167.0,7,75,31,0,0,88,2.0,4,6,33,1,42,0.0,1,1,74.0,62.0,11.0,2.0,2.0,93.0,0
66.0,269.0,0,61,40,0,0,98,59.0,6,6,46,4,17,0.0,1,1,49.0,72.0,6.0,3.0,3.0,45.0,0
66.0,229.0,3,91,30,0,0,100,,7,8,58,3,21,0.0,1,1,90.0,86.0,10.0,2.0,8.0,86.0,0
69.0,390.0,3,100,18,3,1,67,3.0,4,4,11,1,10,14.0,0,0,7.0,,3.0,,0.0,27.0,0
72.0,169.0,6,86,17,0,0,100,,7,8,17,2,29,,1,1,75.0,,4.0,1.0,2.0,83.0,0
70.0,125.0,10,77,13,3,2,72,29.0,6,4,18,2,44,,4,4,9.0,77.0,4.0,2.0,0.0,100.0,0
64.0,145.0,12,81,28,0,0,97,3.0,4,6,30,0,61,10.0,0,0,60.0,75.0,2.0,4.0,1.0,75.0,1
64.0,105.0,3,40,21,0,0,100,,7,8,21,8,43,0.0,12,12,82.0,116.0,1.0,8.0,1.0,83.0,0
80.0,181.0,9,53,13,0,0,100,,7,8,13,1,62,0.0,0,0,44.0,92.0,2.0,3.0,0.0,83.0,0
83.0,,9,88,31,0,0,94,14.0,6,6,0,2,22,1.0,1,1,6.0,100.0,3.0,2.0,0.0,63.0,0
70.0,137.0,7,51,27,0,0,93,12.0,6,6,27,3,30,0.0,1,1,43.0,,6.0,2.0,3.0,53.0,0
60.0,349.0,1,74,16,1,1,95,4.0,2,4,19,4,58,0.0,3,3,59.0,29.0,5.0,3.0,1.0,73.0,1
88.0,164.0,3,87,19,0,0,100,,7,8,19,1,21,0.0,0,0,3.0,,3.0,1.0,0.0,80.0,1
79.0,242.0,21,99,33,0,0,100,,7,8,35,0,34,14.0,0,0,33.0,,8.0,2.0,2.0,53.0,1
77.0,198.0,6,71,47,0,0,100,,6,7,47,2,36,0.0,3,3,18.0,75.0,5.0,3.0,0.0,50.0,1
82.0,163.0,3,67,46,0,0,100,,7,8,47,1,17,4.0,1,1,14.0,,3.0,1.0,0.0,25.0,1
70.0,183.0,27,97,16,2,2,89,66.0,6,2,25,0,33,,1,0,79.0,,3.0,1.0,1.0,100.0,1
64.0,87.0,5,31,14,0,0,100,,7,8,14,6,29,0.0,1,1,64.0,,7.0,1.0,0.0,100.0,0
73.0,110.0,8,71,8,4,0,50,37.0,6,5,14,1,43,0.0,1,1,14.0,,1.0,2.0,1.0,43.0,0
60.0,180.0,2,61,12,8,6,67,30.0,6,2,18,3,44,,0,0,46.0,97.0,4.0,1.0,2.0,86.0,0
63.0,59.0,5,31,17,2,2,95,42.0,6,2,20,1,53,0.0,2,2,57.0,96.0,2.0,9.0,,100.0,0
81.0,299.0,3,68,38,0,0,95,13.0,6,6,36,2,50,0.0,1,1,6.0,37.0,2.0,7.0,0.0,47.0,0
59.0,219.0,4,84,30,1,0,91,26.0,6,5,32,3,44,2.0,4,4,41.0,89.0,9.0,4.0,3.0,76.0,1
65.0,106.0,5,42,11,1,0,92,22.0,6,5,13,3,31,0.0,2,2,60.0,,4.0,1.0,1.0,83.0,0
61.0,223.0,5,60,11,0,0,91,24.0,6,6,8,1,9,7.0,0,0,38.0,,4.0,1.0,1.0,56.0,1
59.0,,3,46,27,0,0,100,,7,8,0,4,37,1.0,5,5,63.0,72.0,9.0,6.0,3.0,94.0,0
80.0,264.0,9,81,18,0,0,100,,7,8,18,2,39,10.0,0,0,22.0,89.0,2.0,2.0,0.0,57.0,1
71.0,141.0,3,45,40,1,0,98,20.0,6,5,41,8,61,,0,0,33.0,121.0,2.0,14.0,1.0,73.0,1
82.0,233.0,2,92,56,0,0,100,,7,8,66,9,49,0.0,1,1,8.0,64.0,2.0,13.0,2.0,62.0,1
68.0,199.0,2,90,28,0,0,97,54.0,6,6,29,3,34,1.0,1,1,60.0,42.0,4.0,2.0,2.0,67.0,0
78.0,311.0,4,134,17,1,1,89,77.0,6,2,20,1,11,,1,1,1.0,,3.0,,0.0,56.0,1
66.0,203.0,7,62,42,0,0,100,,7,8,29,1,48,7.0,0,0,55.0,69.0,7.0,7.0,3.0,93.0,0
72.0,254.0,24,106,23,1,0,92,14.0,6,5,15,0,42,0.0,7,7,45.0,15.0,2.0,4.0,0.0,60.0,1
74.0,127.0,7,80,31,0,0,98,56.0,6,6,46,3,57,,1,1,29.0,88.0,4.0,3.0,0.0,78.0,0
74.0,149.0,2,51,30,1,0,97,20.0,6,5,33,8,15,0.0,3,3,3.0,,2.0,2.0,0.0,19.0,1
71.0,229.0,14,104,35,0,0,100,,7,8,36,0,22,19.0,0,0,74.0,65.0,6.0,3.0,1.0,69.0,1
65.0,26.0,2,10,6,1,1,100,,6,8,7,5,14,0.0,1,1,25.0,,4.0,1.0,0.0,83.0,0
82.0,150.0,9,49,12,0,0,100,,7,8,18,1,42,14.0,0,0,5.0,92.0,1.0,2.0,0.0,43.0,1
71.0,331.0,3,79,14,1,0,67,9.0,4,5,15,4,33,0.0,2,2,7.0,70.0,3.0,3.0,0.0,60.0,0
85.0,171.0,17,81,22,0,0,100,,7,8,22,0,32,,0,0,17.0,,1.0,1.0,0.0,40.0,1
65.0,395.0,1,77,42,0,0,100,,7,8,43,4,26,0.0,3,3,51.0,94.0,8.0,4.0,4.0,55.0,0
65.0,141.0,3,59,44,0,0,95,54.0,5,6,44,5,50,0.0,4,4,51.0,67.0,5.0,2.0,3.0,64.0,0
85.0,,5,79,5,0,0,100,,7,8,0,1,40,1.0,2,2,19.0,,3.0,,1.0,100.0,0
61.0,217.0,8,87,13,0,0,73,5.0,4,6,15,1,33,7.0,0,0,59.0,,6.0,2.0,0.0,100.0,0
67.0,89.0,2,41,19,0,0,100,,7,8,21,5,71,0.0,4,4,83.0,91.0,4.0,5.0,2.0,100.0,0
59.0,147.0,1,52,5,1,1,86,2.0,0,2,7,1,71,12.0,0,0,78.0,100.0,2.0,2.0,1.0,100.0,0
81.0,306.0,5,74,16,0,0,100,,7,8,18,1,11,0.0,0,0,25.0,101.0,7.0,1.0,1.0,80.0,1
76.0,82.0,4,38,15,0,0,94,,6,6,16,3,31,0.0,1,1,13.0,95.0,2.0,2.0,1.0,36.0,0
75.0,116.0,2,61,41,0,0,100,,7,8,42,1,17,0.0,2,1,34.0,,2.0,,1.0,22.0,1
44.0,219.0,3,51,40,1,1,87,1.0,4,4,45,4,58,0.0,2,2,75.0,85.0,5.0,5.0,2.0,63.0,0
75.0,98.0,3,56,20,0,0,95,69.0,6,6,20,2,20,0.0,0,0,16.0,,3.0,,1.0,33.0,0
57.0,156.0,4,71,13,3,2,75,6.0,0,2,16,1,56,,1,1,95.0,49.0,2.0,2.0,1.0,100.0,0
71.0,170.0,9,88,43,2,2,93,6.0,4,2,46,2,17,0.0,1,1,33.0,100.0,8.0,4.0,1.0,60.0,0
56.0,128.0,9,87,14,2,0,88,1.0,3,5,12,2,29,,0,0,22.0,38.0,3.0,3.0,0.0,100.0,1
64.0,231.0,1,67,32,1,1,100,,6,8,27,5,12,1.0,6,6,53.0,,4.0,1.0,4.0,75.0,0
61.0,60.0,13,41,19,0,0,100,,7,8,21,0,38,0.0,0,0,89.0,,5.0,1.0,4.0,100.0,0
63.0,245.0,3,79,38,0,0,90,11.0,4,6,41,4,45,8.0,1,0,38.0,84.0,5.0,4.0,2.0,56.0,0
76.0,178.0,1,73,6,0,0,100,,7,8,11,1,38,,3,3,98.0,,3.0,2.0,1.0,83.0,0
82.0,340.0,1,87,45,0,0,100,,5,8,49,6,27,0.0,10,10,3.0,82.0,6.0,5.0,0.0,44.0,1
61.0,234.0,5,86,20,0,0,68,2.0,4,6,25,2,68,6.0,0,0,91.0,53.0,3.0,6.0,2.0,82.0,1
86.0,350.0,19,121,15,0,0,100,,7,8,16,0,44,0.0,1,1,12.0,,2.0,,0.0,33.0,1
64.0,111.0,2,70,5,2,2,75,31.0,6,2,8,1,25,0.0,8,8,0.0,95.0,0.0,1.0,,50.0,0
63.0,194.0,2,42,24,3,2,93,29.0,6,4,28,6,14,0.0,3,3,33.0,,7.0,2.0,3.0,50.0,0
79.0,120.0,1,51,28,0,0,97,,6,6,29,3,45,,5,5,27.0,96.0,2.0,3.0,0.0,71.0,1
66.0,104.0,4,85,25,0,0,96,11.0,4,6,7,3,31,,2,2,38.0,,7.0,1.0,1.0,80.0,1
67.0,212.0,4,79,18,0,0,100,,7,8,18,5,22,0.0,3,3,81.0,30.0,7.0,1.0,5.0,82.0,0
59.0,155.0,7,47,40,0,0,90,2.0,4,6,42,3,67,,3,3,58.0,68.0,6.0,11.0,1.0,94.0,0
64.0,212.0,2,61,33,1,0,87,11.0,4,5,39,7,49,,10,10,0.0,100.0,1.0,5.0,0.0,50.0,0
59.0,367.0,207,263,3,2,1,50,1.0,4,5,4,0,25,0.0,1,1,4.0,,1.0,,,100.0,0
69.0,242.0,8,100,30,0,0,88,46.0,6,6,32,1,50,0.0,3,3,47.0,56.0,4.0,4.0,2.0,100.0,0
70.0,88.0,3,45,38,0,0,97,8.0,4,6,38,3,13,3.0,2,2,15.0,45.0,1.0,1.0,0.0,10.0,1
64.0,262.0,3,80,15,2,0,83,11.0,4,2,18,1,44,0.0,0,0,71.0,52.0,8.0,3.0,4.0,92.0,0
80.0,163.0,1,65,27,0,0,97,41.0,6,6,29,1,45,11.0,0,0,23.0,,5.0,1.0,0.0,67.0,1
65.0,254.0,7,103,48,0,0,96,19.0,6,6,49,4,39,,0,0,72.0,77.0,15.0,7.0,6.0,85.0,1
73.0,216.0,1,72,41,0,0,100,,7,8,42,4,24,0.0,10,10,25.0,88.0,3.0,4.0,0.0,50.0,0
85.0,194.0,4,82,30,0,0,100,,7,8,34,1,26,2.0,2,2,4.0,,3.0,1.0,0.0,42.0,0
71.0,139.0,13,68,4,1,0,80,8.0,3,5,5,0,60,0.0,1,1,0.0,93.0,0.0,2.0,,67.0,0
58.0,139.0,16,87,14,1,0,75,2.0,3,5,16,0,50,0.0,2,2,84.0,,7.0,1.0,1.0,100.0,0
74.0,195.0,10,75,34,0,0,100,,7,8,34,2,29,,0,0,20.0,30.0,6.0,4.0,2.0,67.0,1
75.0,156.0,4,64,23,0,0,100,,7,8,23,4,74,0.0,1,1,51.0,87.0,3.0,4.0,2.0,78.0,1
73.0,161.0,17,85,33,0,0,100,,7,8,36,0,22,0.0,3,2,60.0,,4.0,2.0,1.0,67.0,1
73.0,246.0,7,105,22,0,0,91,13.0,6,6,23,1,32,,0,0,19.0,,4.0,1.0,0.0,38.0,0
65.0,233.0,67,130,3,1,1,75,10.0,4,3,4,0,50,0.0,4,2,60.0,,1.0,1.0,,100.0,0
82.0,253.0,21,93,38,0,0,100,,7,8,39,0,28,18.0,0,0,19.0,68.0,4.0,3.0,0.0,62.0,1
72.0,221.0,3,76,13,0,0,100,,7,8,13,4,54,0.0,3,3,75.0,96.0,5.0,4.0,2.0,100.0,0
62.0,164.0,1,43,39,0,0,100,,7,8,44,17,36,,24,24,54.0,104.0,5.0,11.0,3.0,73.0,0
66.0,208.0,9,68,18,1,1,94,33.0,6,6,18,2,39,0.0,2,2,0.0,5.0,1.0,3.0,,83.0,0
61.0,138.0,19,62,9,0,0,92,1.0,4,6,13,0,31,0.0,2,2,91.0,61.0,4.0,2.0,4.0,75.0,1
80.0,169.0,3,71,16,0,0,100,,7,8,16,2,13,,0,0,33.0,,3.0,1.0,1.0,50.0,1
86.0,153.0,17,77,19,0,0,100,,7,8,21,0,43,0.0,1,1,8.0,92.0,1.0,4.0,0.0,83.0,1
69.0,214.0,3,101,16,0,0,95,2.0,4,6,19,1,32,0.0,2,2,53.0,58.0,4.0,3.0,1.0,78.0,1
73.0,256.0,1,55,12,0,0,92,5.0,4,6,13,1,38,0.0,2,2,14.0,50.0,2.0,2.0,0.0,40.0,0
84.0,223.0,5,84,28,0,0,100,,7,8,28,1,43,15.0,0,0,5.0,75.0,4.0,4.0,0.0,73.0,1
83.0,158.0,5,74,19,0,0,100,,7,8,19,2,47,7.0,0,0,29.0,71.0,4.0,2.0,0.0,86.0,1
73.0,190.0,19,68,37,0,0,100,,7,8,41,0,7,0.0,0,0,41.0,,14.0,1.0,7.0,63.0,0
90.0,501.0,10,161,11,0,0,100,,7,8,11,1,27,,0,0,9.0,,1.0,1.0,0.0,25.0,1
73.0,131.0,3,84,20,0,0,100,,7,8,14,6,60,,4,4,48.0,50.0,4.0,8.0,2.0,93.0,0
68.0,329.0,2,80,32,1,1,91,26.0,6,6,34,3,33,0.0,8,8,31.0,,7.0,1.0,2.0,57.0,0
74.0,271.0,4,65,32,0,0,100,,7,8,33,8,18,0.0,1,1,18.0,,4.0,,1.0,20.0,0
67.0,,4,15,12,0,0,100,,7,8,13,6,23,,4,4,28.0,95.0,7.0,2.0,1.0,90.0,0
90.0,528.0,1,210,10,0,0,100,,7,8,11,1,18,2.0,1,1,2.0,,2.0,1.0,0.0,75.0,1
63.0,257.0,12,84,31,0,0,97,14.0,6,6,61,0,29,0.0,4,4,70.0,73.0,10.0,3.0,5.0,70.0,0
56.0,58.0,33,46,2,0,0,50,2.0,4,6,2,0,100,0.0,6,6,,,,1.0,,100.0,0
78.0,174.0,3,73,28,0,0,100,,7,8,28,2,29,13.0,0,0,20.0,94.0,4.0,3.0,1.0,44.0,1
81.0,156.0,8,71,23,0,0,96,18.0,6,6,24,2,67,3.0,1,1,11.0,91.0,2.0,2.0,,67.0,0
84.0,286.0,2,91,22,0,0,96,37.0,6,6,23,1,26,0.0,2,2,8.0,,4.0,1.0,0.0,50.0,1
86.0,167.0,5,65,46,0,0,100,,7,8,47,4,20,4.0,1,1,2.0,,1.0,2.0,0.0,13.0,1
83.0,204.0,6,98,14,0,0,100,,7,8,14,3,21,6.0,0,0,27.0,,2.0,1.0,0.0,25.0,1
84.0,80.0,13,74,24,0,0,100,,7,8,2,0,21,1.0,2,2,14.0,,2.0,1.0,0.0,43.0,1
73.0,147.0,4,66,20,0,0,100,,7,8,20,2,50,,0,0,74.0,76.0,5.0,4.0,1.0,100.0,0
55.0,152.0,66,113,13,7,6,65,4.0,0,2,23,0,22,0.0,1,1,56.0,,2.0,1.0,2.0,57.0,0
85.0,148.0,4,58,42,0,0,100,,7,8,62,4,9,0.0,3,3,2.0,100.0,3.0,2.0,0.0,24.0,1
78.0,249.0,7,86,37,0,0,100,,7,8,54,5,42,2.0,4,4,41.0,84.0,4.0,6.0,0.0,79.0,1
69.0,98.0,1,37,8,0,0,100,,7,8,12,5,42,0.0,2,2,51.0,91.0,3.0,2.0,1.0,71.0,1
66.0,307.0,6,125,38,3,1,79,24.0,6,2,49,2,48,4.0,1,1,45.0,75.0,8.0,3.0,4.0,65.0,0
59.0,158.0,15,57,12,2,2,92,13.0,6,6,15,0,27,0.0,1,1,70.0,,7.0,1.0,3.0,100.0,0
56.0,127.0,9,58,30,0,0,90,0.0,4,6,30,1,80,0.0,2,2,74.0,59.0,3.0,7.0,1.0,100.0,0
57.0,156.0,13,90,39,4,3,91,3.0,3,5,45,0,16,15.0,0,0,81.0,,7.0,,1.0,88.0,0
82.0,193.0,14,74,13,0,0,100,,7,8,13,0,38,0.0,0,0,21.0,60.0,3.0,2.0,2.0,63.0,1
70.0,150.0,26,165,31,0,0,95,1.0,4,6,10,0,37,1.0,3,3,7.0,,4.0,2.0,0.0,46.0,1
71.0,293.0,5,74,22,1,1,91,5.0,4,2,23,2,13,,1,1,18.0,94.0,6.0,2.0,0.0,47.0,0
88.0,154.0,11,69,9,0,0,100,,7,8,22,1,67,10.0,1,1,2.0,70.0,1.0,3.0,0.0,80.0,1
84.0,131.0,14,84,22,0,0,100,,7,8,22,0,36,19.0,0,0,9.0,37.0,2.0,4.0,0.0,100.0,1
70.0,118.0,7,45,17,0,0,88,11.0,4,6,17,4,35,0.0,0,0,15.0,,1.0,1.0,0.0,29.0,1
66.0,236.0,11,74,26,2,0,90,8.0,4,2,29,1,17,0.0,0,0,77.0,,4.0,1.0,2.0,100.0,0
75.0,301.0,11,117,14,0,0,93,7.0,4,6,10,1,20,,0,0,15.0,,5.0,1.0,0.0,75.0,1
77.0,252.0,4,54,24,0,0,100,,7,8,37,3,42,3.0,2,2,15.0,78.0,4.0,5.0,1.0,64.0,0
65.0,71.0,14,47,23,0,0,96,,6,6,23,0,30,0.0,1,1,61.0,62.0,6.0,3.0,2.0,75.0,0
68.0,176.0,10,98,21,0,0,81,44.0,6,6,21,1,33,10.0,0,0,76.0,,4.0,,1.0,80.0,1
67.0,180.0,4,81,29,1,1,94,62.0,6,2,34,6,53,2.0,2,2,73.0,99.0,1.0,2.0,,80.0,0
59.0,277.0,1,137,22,3,1,60,10.0,4,5,12,6,20,0.0,5,5,43.0,87.0,17.0,2.0,2.0,95.0,1
63.0,257.0,6,90,28,0,0,93,2.0,4,6,29,4,14,0.0,5,5,60.0,87.0,3.0,3.0,1.0,60.0,0
79.0,142.0,20,74,23,0,0,100,,7,8,25,0,28,0.0,1,1,23.0,,3.0,1.0,0.0,83.0,1
66.0,71.0,8,32,6,2,2,86,64.0,6,2,7,1,71,3.0,1,1,54.0,57.0,1.0,3.0,,100.0,0
68.0,156.0,4,75,31,0,0,94,12.0,6,6,35,1,37,,0,0,41.0,85.0,5.0,2.0,0.0,70.0,0
68.0,148.0,7,65,17,0,0,83,31.0,6,6,18,1,44,0.0,0,0,28.0,48.0,2.0,2.0,2.0,40.0,1
56.0,91.0,4,53,35,0,0,94,9.0,4,6,36,7,20,0.0,2,1,59.0,28.0,11.0,4.0,3.0,75.0,0
72.0,264.0,2,81,42,1,1,100,,7,8,44,3,21,0.0,3,3,15.0,50.0,6.0,3.0,1.0,50.0,1
72.0,98.0,16,49,11,0,0,91,16.0,6,6,11,0,36,4.0,4,4,56.0,79.0,1.0,1.0,0.0,67.0,0
65.0,143.0,7,85,13,0,0,93,11.0,4,6,14,2,43,0.0,0,0,73.0,76.0,3.0,3.0,2.0,100.0,0
69.0,200.0,7,90,23,2,2,100,,6,8,24,1,42,22.0,0,0,17.0,74.0,2.0,2.0,1.0,80.0,1
66.0,240.0,13,87,19,2,1,95,4.0,3,5,22,0,43,3.0,2,2,30.0,33.0,4.0,3.0,1.0,89.0,1
87.0,273.0,23,78,22,0,0,100,,7,8,22,0,23,0.0,1,1,4.0,,2.0,2.0,0.0,44.0,1
84.0,169.0,34,95,17,0,0,100,,7,8,17,0,35,0.0,1,1,31.0,,2.0,1.0,0.0,50.0,1
67.0,94.0,4,55,36,1,1,95,50.0,6,2,38,4,32,0.0,5,5,12.0,81.0,5.0,4.0,1.0,64.0,1
69.0,280.0,2,66,19,0,0,96,4.0,4,6,23,4,52,0.0,3,3,32.0,76.0,6.0,4.0,0.0,77.0,0
